,date,max_temp
214,2019-08-03,35.3
215,2019-08-04,40.2
216,2019-08-05,42.4
217,2019-08-06,40.6
218,2019-08-07,35.7
219,2019-08-08,27.0
220,2019-08-09,30.9
221,2019-08-10,33.7
222,2019-08-11,32.3
223,2019-08-12,30.8
224,2019-08-13,33.0
225,2019-08-14,30.7
226,2019-08-15,32.5
227,2019-08-16,34.4
228,2019-08-17,34.6
229,2019-08-18,33.4
230,2019-08-19,29.7
231,2019-08-20,33.9
232,2019-08-21,32.8
233,2019-08-22,35.2
234,2019-08-23,33.3
235,2019-08-24,29.4
236,2019-08-25,33.7
237,2019-08-26,35.0
238,2019-08-27,34.5
239,2019-08-28,34.6
240,2019-08-29,34.5
241,2019-08-30,35.2
242,2019-08-31,34.0
243,2019-09-01,27.1
244,2019-09-02,29.1
245,2019-09-03,36.5
246,2019-09-04,38.2
247,2019-09-05,41.9
248,2019-09-06,38.3
249,2019-09-07,35.2
250,2019-09-08,31.4
251,2019-09-09,33.3
252,2019-09-10,35.2
253,2019-09-11,31.5
254,2019-09-12,30.85
255,2019-09-13,30.3
256,2019-09-14,35.6
257,2019-09-15,33.55
258,2019-09-16,33.2
259,2019-09-17,33.1
260,2019-09-18,33.5
261,2019-09-19,32.9
262,2019-09-20,33.5
263,2019-09-21,33.5
264,2019-09-22,33.4
265,2019-09-23,33.6
266,2019-09-24,33.1
267,2019-09-25,32.6
268,2019-09-26,32.6
269,2019-09-27,30.55
270,2019-09-28,32.75
271,2019-09-29,35.1
272,2019-09-30,35.9
273,2019-10-01,28.5
274,2019-10-02,27.7
275,2019-10-03,34.7
276,2019-10-04,37.8
277,2019-10-05,42.0
278,2019-10-06,41.8
279,2019-10-07,34.2
280,2019-10-08,32.3
281,2019-10-10,33.6
282,2019-10-11,30.4
283,2019-10-12,31.45
284,2019-10-13,33.8
285,2019-10-14,32.8
286,2019-10-15,32.6
287,2019-10-16,32.0
288,2019-10-17,29.7
289,2019-10-18,33.3
290,2019-10-19,32.6
291,2019-10-20,32.3
292,2019-10-21,33.8
293,2019-10-22,33.2
294,2019-10-23,31.6
295,2019-10-24,31.7
296,2019-10-25,31.9
297,2019-10-26,32.1
298,2019-10-27,32.8
299,2019-10-28,32.8
300,2019-10-29,33.1
301,2019-10-30,32.9
302,2019-10-31,32.3
303,2019-11-01,30.7
304,2019-11-02,29.1
305,2019-11-03,36.2
306,2019-11-04,40.6
307,2019-11-05,43.0
308,2019-11-06,41.3
309,2019-11-07,35.5
310,2019-11-08,34.2
311,2019-11-09,34.5
312,2019-11-10,34.2
313,2019-11-11,32.0
314,2019-11-12,31.7
315,2019-11-13,32.2
316,2019-11-14,31.7
317,2019-11-15,31.6
318,2019-11-16,31.8
319,2019-11-17,32.4
320,2019-11-18,31.8
321,2019-11-19,32.3
322,2019-11-20,32.3
323,2019-11-21,31.9
324,2019-11-22,31.9
325,2019-11-23,31.7
326,2019-11-24,32.0
327,2019-11-25,32.2
328,2019-11-26,31.9
329,2019-11-27,32.0
330,2019-11-28,31.8
331,2019-11-29,31.4
332,2019-11-30,32.0
333,2019-12-01,28.4
334,2019-12-02,31.4
335,2019-12-03,36.6
336,2019-12-04,40.7
337,2019-12-05,41.0
338,2019-12-06,40.9
339,2019-12-07,35.5
340,2019-12-08,33.1
341,2019-12-09,35.2
342,2019-12-10,35.0
343,2019-12-11,32.7
344,2019-12-12,31.9
345,2019-12-13,30.35
346,2019-12-14,30.25
347,2019-12-15,31.75
348,2019-12-16,30.75
349,2019-12-17,31.75
350,2019-12-18,31.25
351,2019-12-19,30.05
352,2019-12-20,29.85
353,2019-12-21,29.8
354,2019-12-22,30.8
355,2019-12-23,30.85
356,2019-12-24,27.8
357,2019-12-25,29.7
358,2019-12-26,30.15
359,2019-12-27,27.6
360,2019-12-28,28.4
361,2019-12-29,27.65
362,2019-12-30,27.75
363,2019-12-31,29.2
364,2020-01-01,27.0
365,2020-01-02,31.0
366,2020-01-03,32.3
367,2020-01-04,37.8
368,2020-01-05,39.1
369,2020-01-06,37.8
370,2020-01-07,37.25
371,2020-01-08,35.75
372,2020-01-09,35.5
373,2020-01-13,28.8
374,2020-01-14,30.1
375,2020-01-15,30.2
376,2020-01-16,29.7
377,2020-01-17,29.3
378,2020-01-18,30.0
379,2020-01-19,30.3
380,2020-01-20,30.1
381,2020-01-21,31.4
382,2020-01-22,30.3
383,2020-01-23,32.2
384,2020-01-24,32.0
385,2020-01-25,32.6
386,2020-01-26,32.9
387,2020-01-27,32.5
388,2020-01-28,33.4
389,2020-01-29,32.2
390,2020-01-30,32.2
391,2020-01-31,29.4
392,2020-02-01,30.0
393,2020-02-02,31.4
394,2020-02-03,32.6
395,2020-02-04,38.5
396,2020-02-05,38.8
397,2020-02-06,37.4
